UUID,Category,Sub category,Elementary flowname,Unit,resources - fossil fuels,resources - mineral extraction
e2dd6951-2a4c-4651-bbc5-83c44b68a4d7,resource,land,Land use II-III,m2*a,0,0
d6d2a0ff-902a-4ed4-85cb-ccd61be3d562,resource,land,Land use II-IV,m2*a,0,0
ea00fa19-a543-48ec-bf06-98e2c14576a2,resource,land,Land use III-IV,m2*a,0,0
15f98b12-7233-4438-9372-4ee1cfd5d693,resource,in ground,Lanthanum,kg,0,0
d61418f3-c1a4-4b95-807c-06b7e1fa2915,resource,in ground,"Lanthanum, 7.2% in bastnasite, 0.72% in crude ore, in ground",kg,0,0
a9169083-392c-4d92-ad8e-8155fcecc61a,resource,in ground,lava,kg,0,0
fe0acd60-3ddc-11dd-ae5d-0050c2490048,resource,in ground,Lead,kg,0,0.24747
10e3b9bc-648f-4321-be48-5df740b07e04,resource,unspecified,Lead,kg,0,0.24747
eac29b52-5e5e-477c-813e-38a2495c5ae7,resource,in ground,"Lead, 5%, in sulfide, Pb 2.97% and Zn 5.34% in crude ore, in ground",kg,0,0.24747
4f701354-38fd-40b0-8c90-4c1df36ec45a,resource,in ground,"Lead, 5.0% in sulfide, Pb 3.0%, Zn, Ag, Cd, In, in ground",kg,0,0.24747
2d9f9c6b-8dca-4641-8ff9-53cb8beabd13,resource,in ground,"Lead, Pb 0.014%, Au 9.7E-4%, Ag 9.7E-4%, Zn 0.63%, Cu 0.38%, in ore, in ground",kg,0,0.24747
4382a809-3099-4528-bbbf-5f6b1b3e719d,resource,unspecified,"Lead, Pb 0.014%, Au 9.7E-4%, Ag 9.7E-4%, Zn 0.63%, Cu 0.38%, in ore, in ground",kg,0,0.24747
978bbe5d-a301-4b1e-9760-a2dc1ea21192,resource,in ground,"Lead, zinc ore (4.6%, 0.6%)",kg,0,0
badefaa0-fb1e-4cb0-bac1-480058554f3c,resource,in ground,"Lignite, 11 MJ per kg, in ground",kg,0,0
537b8312-3f27-4d3c-859f-55d3f944f42d,resource,in ground,"Limestone, in ground",kg,0,0
1aeadede-4403-45c1-aed8-b742a0d57a02,resource,in ground,lithium,kg,0,0
a9ad523f-b721-4f07-ad9f-584053f3454d,resource,in ground,"Lithium, 0.15% in brine, in ground",kg,0,0
f6379ef2-ed2d-4a0d-815f-47c7afe2f114,resource,in ground,lutetium,kg,0,0
fe0acd60-3ddc-11dd-aabe-0050c2490048,resource,in ground,Magnesite,kg,0,0
d2bf022d-9cbf-4f19-a8ec-7f507746942b,resource,in ground,"Magnesite, 60% in crude ore, in ground",kg,0,0
fe0acd60-3ddc-11dd-aac3-0050c2490048,resource,in ground,Magnesium,kg,0,0
fe0acd60-3ddc-11dd-acd8-0050c2490048,resource,in ground,Magnesium chloride,kg,0,0
45b151c0-1bcf-4a51-85a2-b834588e1c87,resource,in ground,"Magnesium, 0.13% in water",kg,0,0
752d138f-3723-42c1-bf5c-ca5316809c4c,resource,in water,"Magnesium, 0.13% in water",kg,0,0
fe0acd60-3ddc-11dd-9e5c-0050c2490048,resource,in ground,Manganese,kg,0,0.010539
2737dccb-d7b8-4002-a3f5-1ab6e1c6515e,resource,unspecified,Manganese,kg,0,0.010539
4c4c1ef0-a32e-479f-992e-6523d854c316,resource,in ground,Manganese ore (R.O.M.),kg,0,0.010539
9877acaf-a633-411c-a815-22263c193ac1,resource,in ground,"Manganese ore, in ground",kg,0,0.010539
9f9f1f14-6eee-4067-b4a5-80e75fc7b295,resource,in ground,"Manganese, 35.7% in sedimentary deposit, 14.2% in crude ore, in ground",kg,0,0.010539
819f7e8f-c71b-4c49-8652-230b4cda1405,resource,land,Mechanical Filtration,cm*m3,0,0
aa3ea97b-523e-4594-8874-44f277573096,resource,land,Mechanical Filtration,cm*m2/d,0,0
fe0acd60-3ddc-11dd-a8cd-0050c2490048,resource,in ground,Mercury,kg,0,0
8a1f720b-365d-4cac-b8a3-409aa13477e6,resource,in ground,"Metal ore, precious, unspecified, ROM",kg,0,0
c3b83c04-c25a-4d40-bbd2-ee4ad47144f7,resource,in ground,metallurgical coal,kg,0,0
5666353e-2db2-41d3-8414-404709151422,resource,in ground,"Metamorphous rock, graphite containing, in ground",kg,0,0
8b9c9b8e-58a0-4e77-a0de-82d17cb44e59,resource,unspecified,Methane,kg,0,0
924428df-2195-45a3-b877-2cb76c525fd4,resource,in ground,"Molybdenite, 0.24%, in ground",kg,0,1.3805
fe0acd60-3ddc-11dd-a2be-0050c2490048,resource,in ground,Molybdenum,kg,0,1.3805
58f64002-e4a0-48d8-865a-893f02cec62f,resource,unspecified,Molybdenum,kg,0,1.3805
06874cbb-2daf-4981-a55e-2c38be5b7277,resource,in ground,"Molybdenum, 0.010% in sulfide, Mo 8.2E-3% and Cu 1.83% in crude ore, in ground",kg,0,1.3805
1812b512-f2ea-43b7-a68d-8ec8eb1f0c44,resource,unspecified,"Molybdenum, 0.010% in sulfide, Mo 8.2E-3% and Cu 1.83% in crude ore, in ground",kg,0,1.3805
5514ccd2-469f-4074-9905-529154e7f742,resource,in ground,"Molybdenum, 0.014% in sulfide, Mo 8.2E-3% and Cu 0.81% in crude ore, in ground",kg,0,1.3805
5323c0ed-4b57-46b5-8c13-1491b18e1080,resource,unspecified,"Molybdenum, 0.014% in sulfide, Mo 8.2E-3% and Cu 0.81% in crude ore, in ground",kg,0,1.3805
ac8571b8-b00b-479d-93cf-b9374feaee05,resource,in ground,"Molybdenum, 0.016% in sulfide, Mo 8.2E-3% and Cu 0.27% in crude ore, in ground",kg,0,1.3805
7cf24ec7-f96e-43d4-8da1-23afa56f4168,resource,unspecified,"Molybdenum, 0.016% in sulfide, Mo 8.2E-3% and Cu 0.27% in crude ore, in ground",kg,0,1.3805
a76cf135-2be1-4e53-9423-9211acd100f1,resource,in ground,"Molybdenum, 0.022% in sulfide, Mo 8.2E-3% and Cu 0.22% in crude ore, in ground",kg,0,1.3805
38cd88d2-3834-4763-9ed3-31adce2bdfbb,resource,unspecified,"Molybdenum, 0.022% in sulfide, Mo 8.2E-3% and Cu 0.22% in crude ore, in ground",kg,0,1.3805
30fed59d-d722-482f-be4f-f3d93bdd2527,resource,in ground,"Molybdenum, 0.022% in sulfide, Mo 8.2E-3% and Cu 0.36% in crude ore, in ground",kg,0,1.3805
296a7d5b-e4b0-468d-9032-73e97cf86a7e,resource,unspecified,"Molybdenum, 0.022% in sulfide, Mo 8.2E-3% and Cu 0.36% in crude ore, in ground",kg,0,1.3805
719def62-0941-4264-bc54-97093d847d7a,resource,in ground,"Molybdenum, 0.025% in sulfide, Mo 8.2E-3% and Cu 0.39% in crude ore, in ground",kg,0,1.3805
363646d2-999e-4a69-a8b4-7ccfa4ec3790,resource,unspecified,"Molybdenum, 0.025% in sulfide, Mo 8.2E-3% and Cu 0.39% in crude ore, in ground",kg,0,1.3805
eda28c96-8899-4d84-bf18-35c3f1de518e,resource,in ground,"Molybdenum, 0.11% in sulfide, Mo 4.1E-2% and Cu 0.36% in crude ore, in ground",kg,0,1.3805
19454e14-b4ab-457e-99bb-0eaa214fd6f1,resource,unspecified,"Molybdenum, 0.11% in sulfide, Mo 4.1E-2% and Cu 0.36% in crude ore, in ground",kg,0,1.3805
c2035468-120a-459e-8415-df51576e9b4a,resource,in ground,natural gas;  44.1 MJ/kg,kWh,0,0
c970e81e-1c4e-4f21-814c-0c25444f41d2,resource,in ground,"Neodymium, 4% in bastnasite, 0.4% in crude ore, in ground",kg,0,0
da721fc3-20be-49ac-bcbd-f0dd602bb98b,resource,in ground,"Neodymium, in ground",kg,0,0
08a91e70-3ddc-11dd-93f2-0050c2490048,resource,in ground,Nepheline,kg,0,0
0d7f8b87-12f4-4e83-a5a2-854e2f2b47de,resource,in ground,"Ni, Ni 2.3E+0%, Pt 2.5E-4%, Pd 7.3E-4%, Rh 2.0E-5%, Cu 3.2E+0% in ore, in ground",kg,0,0.79966
febbfa6e-44d4-42a0-abcd-aec8a428f75e,resource,in ground,"Ni, Ni 3.7E-2%, Pt 4.8E-4%, Pd 2.0E-4%, Rh 2.4E-5%, Cu 5.2E-2% in ore, in ground",kg,0,0.79966
08a91e70-3ddc-11dd-96d1-0050c2490048,resource,in ground,Nickel,kg,0,0.79966
0995f4ad-2655-43a3-b98e-65d08af753a5,resource,unspecified,Nickel,kg,0,0.79966
ef750016-62c6-46ed-83c0-1a07b1f20008,resource,in ground,"Nickel ore, 1.6%, in ground",kg,0,0.79966
e60f5975-8d1a-4ea9-a644-291ecb00c75c,resource,in ground,"Nickel ore, in ground",kg,0,0.79966
86c6e6cd-c2f5-4977-bad6-ce9cd48cf721,resource,in ground,"Nickel, 1.13% in sulfide, Ni 0.76% and Cu 0.76% in crude ore, in ground",kg,0,0.79966
c9b0bd9b-662c-481c-8848-cf93f9ff1f3d,resource,unspecified,"Nickel, 1.13% in sulfide, Ni 0.76% and Cu 0.76% in crude ore, in ground",kg,0,0.79966
e729d80a-bb6d-400a-a8a9-55b6fa0e4aaf,resource,in ground,"Nickel, 1.13% in sulfides, 0.76% in crude ore, in ground",kg,0,0.79966
79dcb82b-db11-4410-a858-e47706c97cca,resource,unspecified,"Nickel, 1.13% in sulfides, 0.76% in crude ore, in ground",kg,0,0.79966
e47e4e5f-6528-413d-a8fb-1cd1875fbd73,resource,in ground,"Nickel, 1.98% in silicates, 1.04% in crude ore, in ground",kg,0,0.79966
d771d695-92b5-4378-87c8-5b9acbd037b9,resource,unspecified,"Nickel, 1.98% in silicates, 1.04% in crude ore, in ground",kg,0,0.79966
1b8d1b12-8538-11e0-9d78-0800200c9a66,resource,in air,Nitrogen,kg,0,0
1b8d1b13-8538-11e0-9d78-0800200c9a66,resource,in ground,Nitrogen,kg,0,0
08a91e70-3ddc-11dd-96e4-0050c2490048,resource,in air,"Nitrogen, organic bound",kg,0,0
110b33da-6c5e-4f64-9837-cf6e6341619a,resource,in ground,Nuclear energy,kWh,0,0
c5aafa60-495c-461c-a1d4-b262a34c45b9,resource,land,"Occupation, arable",m2*a,0,0
b4b55e63-6541-4af6-818b-09a67520f45a,resource,unspecified,"Occupation, arable",m2*a,0,0
7ae398bc-8532-11e0-9d78-0800200c9a66,resource,land,"Occupation, arable, conservation tillage",m2,0,0
b8300190-a242-11e0-8264-0800200c9a66,resource,land,"Occupation, arable, conservation tillage",m2*a,0,0
7ae398bd-8532-11e0-9d78-0800200c9a66,resource,land,"Occupation, arable, conventional tillage",m2,0,0
b8300191-a242-11e0-8264-0800200c9a66,resource,land,"Occupation, arable, conventional tillage",m2*a,0,0
ea08f8e5-2375-4d1e-bda0-894d04c99031,resource,unspecified,"Occupation, arable, integrated",m2*a,0,0
a6889a22-e99e-42ea-85cd-4a68d7975dcd,resource,land,"Occupation, arable, non-irrigated",m2*a,0,0
7ea7c8d2-d20a-4c68-ab8c-b435447833eb,resource,unspecified,"Occupation, arable, non-irrigated",m2*a,0,0
1b0a8570-eab4-46c2-9b67-c9b918e75676,resource,land,"Occupation, arable, non-irrigated, diverse-intensive",m2*a,0,0
1f99f0be-f142-4a18-a7cd-209bf22218c8,resource,unspecified,"Occupation, arable, non-irrigated, diverse-intensive",m2*a,0,0
5d615a38-6d0a-4f3a-8973-69b333b6e814,resource,land,"Occupation, arable, non-irrigated, fallow",m2*a,0,0
4f243941-fdd0-42e9-90d4-3a5b0a352c5b,resource,unspecified,"Occupation, arable, non-irrigated, fallow",m2*a,0,0
e063ee9c-9850-42b5-b01e-4cc9b5ad7152,resource,land,"Occupation, arable, non-irrigated, monotone-intensive",m2*a,0,0
2ffde7a9-81d0-4113-a519-3196e5886679,resource,unspecified,"Occupation, arable, non-irrigated, monotone-intensive",m2*a,0,0
35f58560-2ce4-4213-9984-616a292e63ea,resource,unspecified,"Occupation, arable, organic",m2*a,0,0
b8300192-a242-11e0-8264-0800200c9a66,resource,land,"Occupation, arable, reduced tillage",m2*a,0,0
7ae398be-8532-11e0-9d78-0800200c9a66,resource,land,"Occupation, arable, reduced tillage",m2,0,0
4b6b9b76-3199-4bd0-b11d-f8f2efbeac4e,resource,land,"Occupation, construction site",m2*a,0,0
26586deb-0d0d-42b7-ae01-e6e517a743cb,resource,unspecified,"Occupation, construction site",m2*a,0,0
1eaa9ea4-40b8-414a-b198-5626400372e1,resource,land,"Occupation, dump site",m2*a,0,0
3259f9e3-8108-444b-9521-de12e53f6e35,resource,unspecified,"Occupation, dump site",m2*a,0,0
70c4c6d8-ed81-4763-ae6d-39e54ef0b1fa,resource,land,"Occupation, dump site, benthos",m2*a,0,0
c033dd2f-87a4-435d-a7cb-477b15310066,resource,unspecified,"Occupation, dump site, benthos",m2*a,0,0
b91d0527-9a01-4a86-b420-c62b70629ba4,resource,land,"Occupation, forest",m2*a,0,0
012ee35c-c4e1-4759-9f62-e1a7a8504f8c,resource,unspecified,"Occupation, forest",m2*a,0,0
5c44eadf-8f68-496b-b9ef-f94be1372c58,resource,land,"Occupation, forest, extensive",m2*a,0,0
135816ab-f119-4a64-b608-a61cb788af7d,resource,unspecified,"Occupation, forest, extensive",m2*a,0,0
b1720e30-2692-4a1f-8ced-b58574d2e7c6,resource,land,"Occupation, forest, intensive",m2*a,0,0
92f8f25e-135a-48df-b90c-c6c4547fe94d,resource,unspecified,"Occupation, forest, intensive",m2*a,0,0
250de680-25a7-4a3b-93c9-a9ed44bb4e0c,resource,land,"Occupation, forest, intensive, clear-cutting",m2*a,0,0
2843362e-6942-48fb-acdc-cea07d6e08cc,resource,unspecified,"Occupation, forest, intensive, clear-cutting",m2*a,0,0
aca1714f-0040-4a65-a73a-0e38aa9f50f4,resource,land,"Occupation, forest, intensive, normal",m2*a,0,0
4498615d-0ed6-4ca4-8a87-267f31f624b0,resource,unspecified,"Occupation, forest, intensive, normal",m2*a,0,0
bafff3e8-f51e-42d6-8924-dcab1098c8ef,resource,land,"Occupation, forest, intensive, short-cycle",m2*a,0,0
a029c026-6970-40a0-b597-5ebd8dfbaa97,resource,unspecified,"Occupation, forest, intensive, short-cycle",m2*a,0,0
69c7d771-04fc-499e-84f8-6c7b923b8ced,resource,land,"Occupation, heterogeneous, agricultural",m2*a,0,0
7d143ee5-e848-47d0-91e8-f10f7c86963d,resource,unspecified,"Occupation, heterogeneous, agricultural",m2*a,0,0
97c598f0-4d1d-4f9f-906e-097347168153,resource,land,"Occupation, industrial area",m2*a,0,0
faa01bcb-884e-4c79-9ea2-16da6596c6a6,resource,unspecified,"Occupation, industrial area",m2*a,0,0
9db06277-b6d9-4c48-8cfb-de342e928a50,resource,land,"Occupation, industrial area, benthos",m2*a,0,0
b0828a29-0261-4a12-a5d3-9e72c7e89619,resource,unspecified,"Occupation, industrial area, benthos",m2*a,0,0
fe9c3a98-a6d2-452d-a9a4-a13e64f1b95b,resource,land,"Occupation, industrial area, built up",m2*a,0,0
cf39ec61-e779-4614-97b7-ec622556040d,resource,unspecified,"Occupation, industrial area, built up",m2*a,0,0
44ea6f89-8780-45b4-a80a-cfc3abcfef5f,resource,land,"Occupation, industrial area, vegetation",m2*a,0,0
dde38771-435a-4f90-ad87-fd944f90b437,resource,unspecified,"Occupation, industrial area, vegetation",m2*a,0,0
379ba5c9-5c3a-43d0-8e2d-605ad9c39e46,resource,land,"Occupation, mineral extraction site",m2*a,0,0
7d6baa46-6ac9-4f04-9bcb-abc382574260,resource,unspecified,"Occupation, mineral extraction site",m2*a,0,0
59ded913-17fe-4b3e-80cb-79b97cdbef9a,resource,land,"Occupation, pasture and meadow",m2*a,0,0
6cd33048-b06a-4b9b-bf8d-b4b6b47754f9,resource,unspecified,"Occupation, pasture and meadow",m2*a,0,0
19f84b2e-e6ff-4351-ba3a-8b650fc20d14,resource,land,"Occupation, pasture and meadow, extensive",m2*a,0,0
ed6f73f6-6ea8-43d3-9212-b4551140484e,resource,unspecified,"Occupation, pasture and meadow, extensive",m2*a,0,0
98b723d4-3362-4b38-8b1e-1bedacfd5e27,resource,land,"Occupation, pasture and meadow, intensive",m2*a,0,0
e1e245de-5e76-4d8c-a083-95262b06dcf2,resource,unspecified,"Occupation, pasture and meadow, intensive",m2*a,0,0
86d3fdb1-3b9b-4b01-a6eb-6bdab06676d7,resource,unspecified,"Occupation, pasture and meadow, organic",m2*a,0,0
e9007a6f-7244-44d4-a561-91ae1b6c6cfc,resource,land,"Occupation, permanent crop",m2*a,0,0
1a01977a-d170-4ac1-86df-aae792cbeb8f,resource,unspecified,"Occupation, permanent crop",m2*a,0,0
1896b498-8d13-4f58-8c17-21fe57740158,resource,land,"Occupation, permanent crop, fruit",m2*a,0,0
67884dbf-8895-42ca-9a2a-37aef1189d3b,resource,unspecified,"Occupation, permanent crop, fruit",m2*a,0,0
7e7d6ebb-8c9c-4ecb-b64b-23a8c2c908c4,resource,land,"Occupation, permanent crop, fruit, extensive",m2*a,0,0
5db2250f-278c-4b47-8c45-561ae9ff448d,resource,unspecified,"Occupation, permanent crop, fruit, extensive",m2*a,0,0
3afbc2d8-1b51-4d43-87a7-e68291c1e999,resource,land,"Occupation, permanent crop, fruit, intensive",m2*a,0,0
2997b0b4-f6ec-4df0-9481-4bdab4e86507,resource,unspecified,"Occupation, permanent crop, fruit, intensive",m2*a,0,0
18636f13-f552-4136-a353-3b5a8e5f87d1,resource,land,"Occupation, permanent crop, vine",m2*a,0,0
f2311a45-8789-472c-8aba-416e8621bb4c,resource,unspecified,"Occupation, permanent crop, vine",m2*a,0,0
f318deb8-ac36-47c0-bb00-e3022b583c7e,resource,land,"Occupation, permanent crop, vine, extensive",m2*a,0,0
3295a31d-855c-4ed1-ace4-e81d0a7f04c6,resource,unspecified,"Occupation, permanent crop, vine, extensive",m2*a,0,0
c9461a73-d00a-4fc7-a890-a9eda6af3185,resource,land,"Occupation, permanent crop, vine, intensive",m2*a,0,0
16835899-c22f-4e78-8076-0d4d340c6f60,resource,unspecified,"Occupation, permanent crop, vine, intensive",m2*a,0,0
7af0b1a6-2e8f-407a-8ac7-b02a2023155b,resource,land,"Occupation, sea and ocean",m2*a,0,0
7f454ce5-4497-43d9-84d0-a79b65813b46,resource,unspecified,"Occupation, sea and ocean",m2*a,0,0
c199261c-8234-43c5-b906-5b67707e4395,resource,land,"Occupation, shrub land, sclerophyllous",m2*a,0,0
ab295ced-caf0-4281-96a2-7ebc2203c508,resource,unspecified,"Occupation, shrub land, sclerophyllous",m2*a,0,0
74212326-ca29-46f8-a600-4e45b0ad688e,resource,unspecified,"Occupation, traffic area",m2*a,0,0
4ce71e21-8f14-48da-b9e5-4743e5f3c0ab,resource,land,"Occupation, traffic area, rail embankment",m2*a,0,0
0a03fe20-343b-42d4-87b5-1300cfd47a7a,resource,unspecified,"Occupation, traffic area, rail embankment",m2*a,0,0
062a6faf-b1a5-4a6a-aa02-47ae3ec566a8,resource,land,"Occupation, traffic area, rail network",m2*a,0,0
2aa913a6-41a4-47cd-83bd-58cc5e1b11a5,resource,unspecified,"Occupation, traffic area, rail network",m2*a,0,0
14811cde-0ef0-4327-ad94-4ee232f7a462,resource,land,"Occupation, traffic area, rail/road embankment",m2*a,0,0
956c5f83-65c8-4607-9749-147cfb9c8f70,resource,land,"Occupation, traffic area, road embankment",m2*a,0,0
14b92328-e08d-4fac-b16a-da5dcd0e5627,resource,unspecified,"Occupation, traffic area, road embankment",m2*a,0,0
26efe47c-92a5-4dea-b4d0-eac13e418a58,resource,land,"Occupation, traffic area, road network",m2*a,0,0
72745257-3534-4ca3-adfa-a2eb63f1e7d9,resource,unspecified,"Occupation, traffic area, road network",m2*a,0,0
2925111b-3464-4e34-9d02-b73c1c033e91,resource,land,"Occupation, tropical rain forest",m2*a,0,0
a4c4b2e8-7611-4690-b00f-80789d4eb9fe,resource,unspecified,"Occupation, tropical rain forest",m2*a,0,0
c7cb5880-4219-4051-9357-10fdd08c6f2b,resource,land,"Occupation, unknown",m2*a,0,0
50b14562-ddeb-49d7-899c-dcbf9dfed004,resource,unspecified,"Occupation, unknown",m2*a,0,0
3b4db191-9634-4a01-a873-f3cb234785e4,resource,land,"Occupation, urban, continuously built",m2*a,0,0
45091000-d7e1-459f-bac5-38b51efb4d63,resource,unspecified,"Occupation, urban, continuously built",m2*a,0,0
56ec994a-eb96-42e8-93eb-4970e30e6362,resource,land,"Occupation, urban, discontinuously built",m2*a,0,0
080bf4c6-fab3-4e21-88c7-20b435aa42e8,resource,unspecified,"Occupation, urban, discontinuously built",m2*a,0,0
5ce41517-25bb-4da6-b839-5fd0f00baff1,resource,unspecified,"Occupation, urban, green areas",m2*a,0,0
69dfa439-8e4e-4cae-bb0c-85a8aa8b9a73,resource,land,"Occupation, water bodies, artificial",m2*a,0,0
b9a35003-86ed-45d8-b616-ef6859087b40,resource,unspecified,"Occupation, water bodies, artificial",m2*a,0,0
c14ea750-4a9f-41fa-bcc1-4a1d84466f43,resource,land,"Occupation, water courses, artificial",m2*a,0,0
a47cd00c-476b-4f73-a0a0-46dc11638699,resource,unspecified,"Occupation, water courses, artificial",m2*a,0,0
e7961ae5-1a17-40d9-8a79-9e2c1bd09398,resource,in ground,Oil sand (10% bitumen) (in MJ),kWh,0,0
b7d01aa2-7469-480a-aad7-cebc7d1d6292,resource,in ground,Oil sand (100% bitumen) (in MJ),kWh,0,0
6ea27a5b-fb6d-489d-b874-90cca86a30c6,resource,unspecified,"Oil, crude, 38400 MJ per m3, in ground",m3,0,0
01918e03-46b5-4d15-9e48-01e3332859cc,resource,unspecified,"Oil, crude, 41 MJ per kg, in ground",kg,0,0
7ae398bf-8532-11e0-9d78-0800200c9a66,resource,in ground,"Oil, crude, 42 MJ per kg, in ground",kg,0,0
a65e5f73-a72a-4bc8-a4e3-58bfaf33baaa,resource,unspecified,"Oil, crude, 42 MJ per kg, in ground",kg,0,0
5d1c7444-561f-41a5-90bc-db10b6d47e19,resource,unspecified,"Oil, crude, 42.6 MJ per kg, in ground",kg,0,0
7ff5e639-4e7e-4708-8947-c4d1c499d331,resource,unspecified,"Oil, crude, 42.7 MJ per kg, in ground",kg,0,0
7fe7f6f1-c9cb-4fe3-9322-a1194d5a7ce3,resource,unspecified,"Oil, crude, feedstock, 41 MJ per kg, in ground",kg,0,0
897eac83-f116-4c80-9264-38916e1877e3,resource,unspecified,"Oil, crude, feedstock, 42 MJ per kg, in ground",kg,0,0
88d06db9-59a1-4719-9174-afeb1fa4026a,resource,in ground,"Oil, crude, in ground",kg,0.12087,0
fe0acd60-3ddc-11dd-a6f8-0050c2490048,resource,in ground,"Oil, crude, in ground",kWh,0,0
55031fb3-9c72-4bcc-b320-e190790bbc74,resource,unspecified,"Oil, crude, in ground",kg,0.12087,0
627af04c-e8d1-4e53-8b0e-df254f6a22f3,resource,unspecified,"Oil, crude, in ground",kWh,0,0
d7cadc9a-f42c-4711-a8e2-0b626c0a4c7a,resource,in ground,"Olivine, in ground",kg,0,0
740af364-6a27-4b34-940a-6c0196ca69cd,resource,in ground,Open Pit extracted ore,kg,0,0
